Feature_name;Counts;Chr;Start;End;Strand;Type;CPM
N16961_05480;0;NC_002505.1;1160448;1161368;+;cds;0
N16961_05485;0;NC_002505.1;1161382;1162284;+;cds;0
N16961_05490;0;NC_002505.1;1162312;1163283;+;cds;0
N16961_05495;0;NC_002505.1;1163280;1164272;+;cds;0
N16961_05500;0;NC_002505.1;1164422;1165369;+;cds;0
N16961_05505;0;NC_002505.1;1165467;1167611;-;cds;0
N16961_05510;0;NC_002505.1;1167747;1168943;-;cds;0
N16961_05515;0;NC_002505.1;1169296;1169748;+;cds;0
N16961_05520;0;NC_002505.1;1169871;1170281;-;cds;0
N16961_05525;0;NC_002505.1;1170719;1171684;+;cds;0
N16961_05530;0;NC_002505.1;1171799;1172743;+;cds;0
N16961_05535;0;NC_002505.1;1172740;1173534;+;cds;0
N16961_05540;0;NC_002505.1;1173701;1175170;+;cds;0
N16961_05545;0;NC_002505.1;1175203;1176153;-;cds;0
N16961_05550;0;NC_002505.1;1176340;1176960;+;cds;0
N16961_05555;0;NC_002505.1;1177056;1177652;+;cds;0
N16961_05560;0;NC_002505.1;1177677;1179026;+;cds;0
N16961_05565;2;NC_002505.1;1179130;1180437;+;cds;47.8160040165443
N16961_05570;2;NC_002505.1;1180544;1181824;-;cds;47.8160040165443
N16961_05575;0;NC_002505.1;1181957;1183009;+;cds;0
N16961_05580;0;NC_002505.1;1182993;1184147;+;cds;0
N16961_05585;0;NC_002505.1;1184150;1184947;+;cds;0
N16961_05590;0;NC_002505.1;1184944;1185639;+;cds;0
N16961_05595;0;NC_002505.1;1185721;1185891;-;cds;0
N16961_05600;0;NC_002505.1;1186157;1187020;+;cds;0
N16961_05605;0;NC_002505.1;1187239;1187658;+;cds;0
N16961_05610;0;NC_002505.1;1187655;1188380;+;cds;0
N16961_05615;2;NC_002505.1;1188394;1189671;+;cds;47.8160040165443
N16961_05620;1;NC_002505.1;1189671;1190480;+;cds;23.9080020082722
N16961_05625;0;NC_002505.1;1190470;1191711;+;cds;0
N16961_05630;0;NC_002505.1;1191714;1192253;+;cds;0
N16961_05635;0;NC_002505.1;1192216;1192752;+;cds;0
N16961_05640;0;NC_002505.1;1192749;1193276;+;cds;0
N16961_05645;0;NC_002505.1;1193367;1194737;-;cds;0
N16961_05650;0;NC_002505.1;1194795;1195412;-;cds;0
N16961_05655;0;NC_002505.1;1195435;1196550;-;cds;0
N16961_05660;0;NC_002505.1;1196815;1198119;+;cds;0
N16961_05665;0;NC_002505.1;1198167;1198574;-;cds;0
N16961_05670;0;NC_002505.1;1199268;1200869;+;cds;0
N16961_05675;0;NC_002505.1;1201278;1202174;+;cds;0
N16961_05680;0;NC_002505.1;1202179;1203474;+;cds;0
N16961_05685;0;NC_002505.1;1203478;1204518;+;cds;0
N16961_05690;0;NC_002505.1;1204570;1205643;+;cds;0
N16961_05695;0;NC_002505.1;1205643;1206254;+;cds;0
N16961_05700;0;NC_002505.1;1206297;1207034;+;cds;0
N16961_05705;0;NC_002505.1;1207016;1207789;+;cds;0
N16961_05710;0;NC_002505.1;1207786;1208418;+;cds;0
N16961_05720;0;NC_002505.1;1208619;1209344;-;cds;0
N16961_05725;2;NC_002505.1;1209652;1211877;+;cds;47.8160040165443
N16961_05730;0;NC_002505.1;1211976;1212197;-;cds;0
N16961_05735;0;NC_002505.1;1212670;1212990;+;cds;0
N16961_05740;0;NC_002505.1;1213029;1215299;+;cds;0
N16961_05745;0;NC_002505.1;1215368;1217044;-;cds;0
N16961_05750;0;NC_002505.1;1217246;1217509;-;cds;0
N16961_05755;0;NC_002505.1;1217818;1219065;+;cds;0
N16961_05760;0;NC_002505.1;1219156;1220010;-;cds;0
N16961_05765;0;NC_002505.1;1220318;1221964;-;cds;0
N16961_05770;0;NC_002505.1;1222074;1222583;-;cds;0
N16961_05775;0;NC_002505.1;1222772;1223677;-;cds;0
N16961_05780;0;NC_002505.1;1223698;1224618;-;cds;0
N16961_05785;0;NC_002505.1;1224996;1225583;+;cds;0
N16961_05790;0;NC_002505.1;1225679;1226227;-;cds;0
N16961_05795;0;NC_002505.1;1226418;1226915;-;cds;0
N16961_05800;0;NC_002505.1;1226912;1228108;-;cds;0
N16961_05805;0;NC_002505.1;1228096;1228866;-;cds;0
N16961_05810;0;NC_002505.1;1229089;1230354;+;cds;0
N16961_05815;0;NC_002505.1;1230476;1231570;+;cds;0
N16961_05820;0;NC_002505.1;1231651;1232640;-;cds;0
N16961_05825;0;NC_002505.1;1232640;1234148;-;cds;0
N16961_05830;0;NC_002505.1;1234157;1234894;-;cds;0
N16961_05835;0;NC_002505.1;1235014;1235985;-;cds;0
N16961_05840;0;NC_002505.1;1236097;1236825;-;cds;0
N16961_05845;0;NC_002505.1;1236963;1237832;-;cds;0
N16961_05850;0;NC_002505.1;1238124;1239899;+;cds;0
N16961_05855;0;NC_002505.1;1239996;1240574;+;cds;0
N16961_05860;0;NC_002505.1;1240676;1242052;-;cds;0
N16961_05865;0;NC_002505.1;1242248;1243054;-;cds;0
N16961_05870;0;NC_002505.1;1243054;1244244;-;cds;0
N16961_05875;0;NC_002505.1;1244285;1245694;-;cds;0
N16961_05880;0;NC_002505.1;1245700;1246698;-;cds;0
N16961_05885;0;NC_002505.1;1246719;1247324;-;cds;0
N16961_05890;0;NC_002505.1;1247327;1248898;-;cds;0
N16961_05895;0;NC_002505.1;1249234;1250106;+;cds;0
N16961_05900;0;NC_002505.1;1250109;1250729;+;cds;0
N16961_05905;0;NC_002505.1;1250862;1251827;+;cds;0
N16961_05910;0;NC_002505.1;1251995;1253716;-;cds;0
N16961_05915;0;NC_002505.1;1253709;1255496;-;cds;0
N16961_05920;0;NC_002505.1;1255616;1256572;-;cds;0
N16961_05925;0;NC_002505.1;1257050;1257706;+;cds;0
N16961_05930;0;NC_002505.1;1257690;1258931;+;cds;0
N16961_05935;0;NC_002505.1;1259189;1260520;+;cds;0
N16961_05940;0;NC_002505.1;1260621;1261385;-;cds;0
N16961_05945;0;NC_002505.1;1261358;1261687;-;cds;0
N16961_05950;0;NC_002505.1;1261730;1263418;-;cds;0
N16961_05955;0;NC_002505.1;1263884;1264234;+;cds;0
N16961_05960;0;NC_002505.1;1264436;1265542;-;cds;0
N16961_05965;0;NC_002505.1;1265708;1266106;-;cds;0
N16961_05970;0;NC_002505.1;1266398;1266580;-;cds;0
N16961_05975;0;NC_002505.1;1266731;1267747;-;cds;0
N16961_05980;0;NC_002505.1;1267848;1268519;-;cds;0
N16961_05985;0;NC_002505.1;1268619;1269302;-;cds;0
N16961_05990;0;NC_002505.1;1269433;1270116;-;cds;0
N16961_05995;0;NC_002505.1;1270329;1273364;+;cds;0
N16961_06000;0;NC_002505.1;1273420;1273881;+;cds;0
N16961_06005;0;NC_002505.1;1274131;1275342;+;cds;0
N16961_06010;0;NC_002505.1;1275417;1276142;-;cds;0
N16961_06015;0;NC_002505.1;1276291;1277826;-;cds;0
N16961_06020;0;NC_002505.1;1277838;1279535;-;cds;0
N16961_06025;0;NC_002505.1;1279554;1280564;-;cds;0
N16961_06030;0;NC_002505.1;1280554;1281762;-;cds;0
N16961_06035;0;NC_002505.1;1281866;1282576;-;cds;0
N16961_06040;0;NC_002505.1;1282693;1283640;-;cds;0
N16961_06045;0;NC_002505.1;1283779;1284099;-;cds;0
N16961_06050;0;NC_002505.1;1284104;1284670;-;cds;0
N16961_06055;0;NC_002505.1;1284889;1285656;+;cds;0
N16961_06060;0;NC_002505.1;1285765;1287864;+;cds;0
N16961_06065;0;NC_002505.1;1287836;1290199;-;cds;0
N16961_06070;0;NC_002505.1;1290575;1291219;+;cds;0
N16961_06075;0;NC_002505.1;1291219;1293051;+;cds;0
N16961_06080;0;NC_002505.1;1293099;1293656;+;cds;0
N16961_06105;0;NC_002505.1;1294549;1295667;+;cds;0
N16961_06110;0;NC_002505.1;1295664;1296149;-;cds;0
N16961_06115;0;NC_002505.1;1296440;1297423;+;cds;0
N16961_06120;0;NC_002505.1;1297450;1299837;+;cds;0
N16961_06125;0;NC_002505.1;1300276;1300572;+;cds;0
N16961_06130;0;NC_002505.1;1300701;1301480;-;cds;0
N16961_06135;0;NC_002505.1;1301547;1301651;-;cds;0
N16961_06145;0;NC_002505.1;1301949;1302605;+;cds;0
N16961_06150;0;NC_002505.1;1302698;1303873;-;cds;0
N16961_06155;0;NC_002505.1;1304027;1304902;-;cds;0
N16961_06160;0;NC_002505.1;1305061;1305948;-;cds;0
N16961_06165;0;NC_002505.1;1306118;1306792;-;cds;0
N16961_06170;0;NC_002505.1;1306783;1307124;-;cds;0
N16961_06175;0;NC_002505.1;1307189;1308613;-;cds;0
N16961_06180;0;NC_002505.1;1308759;1310132;-;cds;0
N16961_06185;0;NC_002505.1;1310478;1310924;+;cds;0
N16961_06195;0;NC_002505.1;1311535;1312560;+;cds;0
N16961_06200;0;NC_002505.1;1312560;1313345;+;cds;0
N16961_06205;0;NC_002505.1;1313354;1313893;+;cds;0
N16961_06210;0;NC_002505.1;1313900;1314502;+;cds;0
N16961_06215;0;NC_002505.1;1314818;1315846;+;cds;0
N16961_06220;0;NC_002505.1;1315915;1316922;+;cds;0
N16961_06225;0;NC_002505.1;1316909;1317664;+;cds;0
N16961_06230;0;NC_002505.1;1318049;1318624;-;cds;0
N16961_06235;0;NC_002505.1;1318803;1319153;-;cds;0
N16961_06240;0;NC_002505.1;1319246;1320856;-;cds;0
N16961_06245;0;NC_002505.1;1321087;1321599;-;cds;0
N16961_06250;0;NC_002505.1;1321865;1322764;-;cds;0
N16961_06255;0;NC_002505.1;1322937;1324175;+;cds;0
N16961_06260;0;NC_002505.1;1324425;1324679;+;cds;0
N16961_06265;0;NC_002505.1;1324877;1325155;-;cds;0
N16961_06270;0;NC_002505.1;1325155;1326300;-;cds;0
N16961_06275;0;NC_002505.1;1326384;1328669;-;cds;0
N16961_06280;0;NC_002505.1;1329118;1329855;-;cds;0
N16961_06285;0;NC_002505.1;1330207;1332891;+;cds;0
N16961_06290;0;NC_002505.1;1333119;1334102;+;cds;0
N16961_06295;0;NC_002505.1;1334129;1335028;-;cds;0
N16961_06300;0;NC_002505.1;1335279;1336493;+;cds;0
N16961_06305;0;NC_002505.1;1336676;1336852;+;cds;0
N16961_06310;0;NC_002505.1;1337023;1337673;+;cds;0
N16961_06315;0;NC_002505.1;1337854;1339116;+;cds;0
N16961_06320;0;NC_002505.1;1339323;1340708;+;cds;0
N16961_06325;0;NC_002505.1;1340718;1341725;+;cds;0
N16961_06330;0;NC_002505.1;1341706;1342788;+;cds;0
N16961_06335;0;NC_002505.1;1343038;1344609;+;cds;0
N16961_06340;0;NC_002505.1;1344755;1345303;+;cds;0
N16961_06345;0;NC_002505.1;1345367;1346023;+;cds;0
N16961_06350;0;NC_002505.1;1346017;1346691;-;cds;0
N16961_06355;0;NC_002505.1;1346864;1347262;+;cds;0
N16961_06360;0;NC_002505.1;1347624;1348742;+;cds;0
N16961_06365;0;NC_002505.1;1348844;1349377;+;cds;0
N16961_06370;0;NC_002505.1;1349387;1350670;+;cds;0
N16961_06375;0;NC_002505.1;1350777;1352132;+;cds;0
N16961_06380;0;NC_002505.1;1352125;1352763;+;cds;0
N16961_06385;0;NC_002505.1;1352765;1353244;-;cds;0
N16961_06390;0;NC_002505.1;1353619;1355223;+;cds;0
N16961_06395;0;NC_002505.1;1355388;1356671;-;cds;0
N16961_06400;0;NC_002505.1;1356926;1357231;+;cds;0
N16961_06405;0;NC_002505.1;1357319;1358650;+;cds;0
N16961_06410;0;NC_002505.1;1358697;1359032;+;cds;0
N16961_06415;0;NC_002505.1;1359014;1360336;+;cds;0
N16961_06420;0;NC_002505.1;1360359;1361117;+;cds;0
N16961_06425;0;NC_002505.1;1361218;1362240;+;cds;0
N16961_06430;0;NC_002505.1;1362386;1364551;-;cds;0
N16961_06435;0;NC_002505.1;1364570;1366207;-;cds;0
N16961_06440;0;NC_002505.1;1366612;1368495;+;cds;0
N16961_06445;0;NC_002505.1;1368634;1369335;-;cds;0
N16961_06450;0;NC_002505.1;1369341;1371230;-;cds;0
N16961_06455;0;NC_002505.1;1371535;1372725;-;cds;0
N16961_06460;2;NC_002505.1;1373094;1374545;-;cds;47.8160040165443
N16961_06465;0;NC_002505.1;1375081;1375929;+;cds;0
N16961_06470;0;NC_002505.1;1375995;1377395;-;cds;0
N16961_06475;0;NC_002505.1;1377542;1379173;-;cds;0
N16961_06485;0;NC_002505.1;1379577;1379939;+;cds;0
N16961_06490;0;NC_002505.1;1380028;1381389;-;cds;0
N16961_06495;0;NC_002505.1;1381482;1382735;-;cds;0
N16961_06500;0;NC_002505.1;1383034;1383648;-;cds;0
N16961_06505;0;NC_002505.1;1383845;1385221;-;cds;0
N16961_06510;0;NC_002505.1;1385397;1386914;+;cds;0
N16961_06515;0;NC_002505.1;1387063;1387248;+;cds;0
N16961_06520;0;NC_002505.1;1387473;1388846;+;cds;0
N16961_06525;0;NC_002505.1;1388843;1389589;+;cds;0
N16961_06530;0;NC_002505.1;1389532;1389861;+;cds;0
N16961_06535;0;NC_002505.1;1389975;1391516;+;cds;0
N16961_06540;0;NC_002505.1;1391516;1392091;+;cds;0
N16961_06545;0;NC_002505.1;1392186;1392659;+;cds;0
N16961_06550;0;NC_002505.1;1392727;1393605;-;cds;0
N16961_06555;0;NC_002505.1;1393726;1394949;-;cds;0
N16961_06560;0;NC_002505.1;1395061;1396692;-;cds;0
N16961_06565;0;NC_002505.1;1397074;1398489;+;cds;0
N16961_06570;0;NC_002505.1;1398499;1399848;+;cds;0
N16961_06575;0;NC_002505.1;1399817;1400293;+;cds;0
N16961_06580;0;NC_002505.1;1400321;1401241;-;cds;0
N16961_06585;0;NC_002505.1;1401339;1402112;-;cds;0
N16961_06590;0;NC_002505.1;1402325;1403647;-;cds;0
N16961_06595;0;NC_002505.1;1403673;1404377;-;cds;0
N16961_06600;0;NC_002505.1;1404753;1407824;+;cds;0
N16961_06605;0;NC_002505.1;1407905;1408102;-;cds;0
N16961_06610;0;NC_002505.1;1408099;1408581;-;cds;0
N16961_06615;0;NC_002505.1;1409080;1410054;+;cds;0
N16961_06620;0;NC_002505.1;1410260;1411768;+;cds;0
N16961_06625;0;NC_002505.1;1411779;1412786;+;cds;0
N16961_06630;0;NC_002505.1;1413196;1413834;+;cds;0
N16961_06635;0;NC_002505.1;1414185;1414982;+;cds;0
N16961_06640;0;NC_002505.1;1415133;1416662;-;cds;0
N16961_06650;0;NC_002505.1;1416672;1417169;-;cds;0
N16961_06655;0;NC_002505.1;1417421;1418392;-;cds;0
N16961_06660;0;NC_002505.1;1419025;1419729;+;cds;0
N16961_06665;0;NC_002505.1;1419740;1420636;+;cds;0
N16961_06670;0;NC_002505.1;1420812;1421945;+;cds;0
N16961_06675;0;NC_002505.1;1421875;1422009;-;cds;0
N16961_06680;0;NC_002505.1;1422041;1424647;+;cds;0
N16961_06685;0;NC_002505.1;1424656;1425858;+;cds;0
N16961_06690;0;NC_002505.1;1425863;1427740;+;cds;0
N16961_06695;0;NC_002505.1;1427914;1428390;+;cds;0
N16961_06700;0;NC_002505.1;1428420;1429868;+;cds;0
N16961_06705;0;NC_002505.1;1429934;1431040;-;cds;0
N16961_06710;0;NC_002505.1;1431500;1432573;+;cds;0
N16961_06715;0;NC_002505.1;1432566;1433702;+;cds;0
N16961_06720;0;NC_002505.1;1433709;1434728;+;cds;0
N16961_06725;0;NC_002505.1;1434728;1435372;+;cds;0
N16961_06730;0;NC_002505.1;1435354;1436493;-;cds;0
N16961_06735;0;NC_002505.1;1436615;1440610;+;cds;0
N16961_06740;0;NC_002505.1;1440716;1441189;-;cds;0
N16961_06745;0;NC_002505.1;1441840;1444770;+;cds;0
N16961_06750;0;NC_002505.1;1444812;1446005;-;cds;0
N16961_06755;0;NC_002505.1;1446251;1446526;+;cds;0
N16961_06760;0;NC_002505.1;1446592;1446921;-;cds;0
N16961_06765;0;NC_002505.1;1447035;1447706;-;cds;0
N16961_06770;0;NC_002505.1;1447951;1448706;-;cds;0
N16961_06775;0;NC_002505.1;1448729;1449826;-;cds;0
N16961_06780;0;NC_002505.1;1449829;1451034;-;cds;0
N16961_06785;0;NC_002505.1;1451160;1452188;-;cds;0
N16961_06790;0;NC_002505.1;1452643;1453581;+;cds;0
N16961_06795;0;NC_002505.1;1453647;1454468;-;cds;0
N16961_06800;0;NC_002505.1;1454614;1454766;-;cds;0
N16961_06805;0;NC_002505.1;1454831;1455481;+;cds;0
N16961_06810;0;NC_002505.1;1455494;1456189;+;cds;0
N16961_06815;0;NC_002505.1;1456161;1458107;-;cds;0
N16961_06820;0;NC_002505.1;1458359;1458583;+;cds;0
N16961_06825;0;NC_002505.1;1458740;1459756;+;cds;0
N16961_06830;0;NC_002505.1;1459753;1461084;+;cds;0
N16961_06835;0;NC_002505.1;1461135;1461815;-;cds;0
N16961_06840;0;NC_002505.1;1462210;1463367;+;cds;0
N16961_06845;0;NC_002505.1;1463479;1466307;-;cds;0
N16961_06850;0;NC_002505.1;1466367;1468262;-;cds;0
N16961_06855;0;NC_002505.1;1468262;1468894;-;cds;0
N16961_06860;0;NC_002505.1;1469432;1470967;+;cds;0
N16961_06865;0;NC_002505.1;1471032;1471562;+;cds;0
N16961_06870;0;NC_002505.1;1471618;1471746;+;cds;0
N16961_06875;0;NC_002505.1;1471848;1472306;-;cds;0
N16961_06880;0;NC_002505.1;1472359;1472709;-;cds;0
N16961_06885;0;NC_002505.1;1472911;1476840;+;cds;0
N16961_06890;0;NC_002505.1;1476980;1477462;+;cds;0
N16961_06895;0;NC_002505.1;1477679;1479031;+;cds;0
N16961_06900;0;NC_002505.1;1479156;1480172;+;cds;0
N16961_06905;0;NC_002505.1;1480565;1481515;-;cds;0
N16961_06910;0;NC_002505.1;1481602;1483008;+;cds;0
N16961_06915;0;NC_002505.1;1483164;1484678;+;cds;0
N16961_06920;0;NC_002505.1;1484824;1485138;+;cds;0
N16961_06925;0;NC_002505.1;1485193;1486428;-;cds;0
N16961_06930;0;NC_002505.1;1486504;1486815;-;cds;0
N16961_06935;0;NC_002505.1;1486808;1487068;-;cds;0
N16961_06940;0;NC_002505.1;1487058;1489343;-;cds;0
N16961_06945;0;NC_002505.1;1489340;1489711;-;cds;0
N16961_06950;0;NC_002505.1;1489689;1490555;-;cds;0
N16961_06955;0;NC_002505.1;1490566;1491222;-;cds;0
N16961_06960;0;NC_002505.1;1491209;1492285;-;cds;0
N16961_06965;0;NC_002505.1;1492306;1493868;-;cds;0
N16961_06970;0;NC_002505.1;1493881;1495806;-;cds;0
N16961_06975;0;NC_002505.1;1496398;1498089;+;cds;0
N16961_06980;0;NC_002505.1;1498186;1499484;+;cds;0
N16961_06985;0;NC_002505.1;1499666;1500859;+;cds;0
N16961_06990;2;NC_002505.1;1500918;1501520;-;cds;47.8160040165443
N16961_06995;2;NC_002505.1;1501627;1503081;+;cds;47.8160040165443
N16961_07000;0;NC_002505.1;1503095;1504282;+;cds;0
N16961_07005;0;NC_002505.1;1504292;1505827;+;cds;0
N16961_07010;0;NC_002505.1;1505902;1507638;-;cds;0
N16961_07015;0;NC_002505.1;1507860;1509344;-;cds;0
N16961_07020;0;NC_002505.1;1509632;1510150;+;cds;0
N16961_07025;0;NC_002505.1;1510278;1513769;+;cds;0
N16961_07030;0;NC_002505.1;1513781;1514608;+;cds;0
N16961_07035;0;NC_002505.1;1514611;1516536;+;cds;0
N16961_07040;0;NC_002505.1;1516533;1517276;+;cds;0
N16961_07045;0;NC_002505.1;1517421;1518158;+;cds;0
N16961_07050;0;NC_002505.1;1518246;1518884;+;cds;0
N16961_07055;0;NC_002505.1;1518957;1520333;-;cds;0
N16961_07060;0;NC_002505.1;1520836;1520994;+;cds;0
N16961_07065;0;NC_002505.1;1521011;1521745;+;cds;0
N16961_07070;0;NC_002505.1;1521892;1522929;-;cds;0
N16961_07075;0;NC_002505.1;1523041;1524072;-;cds;0
N16961_07080;0;NC_002505.1;1524175;1524945;-;cds;0
N16961_07085;0;NC_002505.1;1524945;1525805;-;cds;0
N16961_07090;0;NC_002505.1;1525786;1526919;-;cds;0
N16961_07095;0;NC_002505.1;1527244;1528050;+;cds;0
N16961_07100;0;NC_002505.1;1528043;1528843;+;cds;0
N16961_07105;0;NC_002505.1;1528845;1529504;+;cds;0
N16961_07110;0;NC_002505.1;1529581;1530513;-;cds;0
N16961_07115;0;NC_002505.1;1530639;1531586;-;cds;0
N16961_07120;0;NC_002505.1;1531716;1532468;-;cds;0
N16961_07125;0;NC_002505.1;1532558;1533232;-;cds;0
N16961_07130;0;NC_002505.1;1533229;1533393;-;cds;0
N16961_07135;0;NC_002505.1;1533397;1535769;-;cds;0
N16961_07140;0;NC_002505.1;1535774;1536250;-;cds;0
N16961_07145;0;NC_002505.1;1536329;1537309;-;cds;0
N16961_07150;0;NC_002505.1;1537317;1537481;-;cds;0
N16961_07155;0;NC_002505.1;1537493;1538113;-;cds;0
N16961_07160;0;NC_002505.1;1538127;1539554;-;cds;0
N16961_07165;0;NC_002505.1;1539813;1540169;+;cds;0
N16961_07170;0;NC_002505.1;1540238;1541455;+;cds;0
N16961_07175;0;NC_002505.1;1541458;1543170;+;cds;0
N16961_07180;0;NC_002505.1;1543231;1545396;-;cds;0
N16961_07185;0;NC_002505.1;1545399;1546760;-;cds;0
N16961_07190;0;NC_002505.1;1546757;1548865;-;cds;0
N16961_07195;0;NC_002505.1;1549289;1549636;+;cds;0
N16961_07200;0;NC_002505.1;1549728;1550123;+;cds;0
N16961_07205;2;NC_002505.1;1550147;1563784;+;cds;47.8160040165443
N16961_07210;0;NC_002505.1;1564152;1564376;-;cds;0
N16961_07215;0;NC_002505.1;1564470;1564841;-;cds;0
N16961_07220;0;NC_002505.1;1564822;1565901;-;cds;0
N16961_07225;0;NC_002505.1;1566027;1566365;+;cds;0
N16961_07230;0;NC_002505.1;1566967;1567341;-;cds;0
N16961_07235;0;NC_002505.1;1567338;1568114;-;cds;0
N16961_07240;0;NC_002505.1;1568213;1569412;-;cds;0
N16961_07245;0;NC_002505.1;1569409;1569693;-;cds;0
N16961_07250;0;NC_002505.1;1569699;1570886;-;cds;0
N16961_07255;0;NC_002505.1;1570993;1571241;-;cds;0
N16961_07260;0;NC_002505.1;1571234;1571377;-;cds;0
N16961_07265;0;NC_002505.1;1571377;1571757;-;cds;0
N16961_07270;0;NC_002505.1;1571738;1572817;-;cds;0
N16961_07275;0;NC_002505.1;1572943;1573281;+;cds;0
N16961_07280;0;NC_002505.1;1573771;1574355;-;cds;0
N16961_07285;0;NC_002505.1;1574348;1574515;-;cds;0
N16961_07290;0;NC_002505.1;1574593;1575285;-;cds;0
N16961_07295;0;NC_002505.1;1575415;1575699;-;cds;0
N16961_07300;0;NC_002505.1;1575704;1577272;-;cds;0
N16961_07305;0;NC_002505.1;1577449;1578000;+;cds;0
N16961_07310;0;NC_002505.1;1579039;1579206;-;cds;0
N16961_07315;0;NC_002505.1;1579199;1579366;-;cds;0
N16961_07320;0;NC_002505.1;1579444;1580136;-;cds;0
N16961_07325;0;NC_002505.1;1580266;1580550;-;cds;0
N16961_07330;0;NC_002505.1;1580555;1582123;-;cds;0
N16961_07335;0;NC_002505.1;1582300;1582851;+;cds;0
N16961_07340;0;NC_002505.1;1583196;1583513;+;cds;0
N16961_07345;0;NC_002505.1;1583756;1584382;+;cds;0
N16961_07350;0;NC_002505.1;1585291;1585602;-;cds;0
N16961_07355;0;NC_002505.1;1585761;1586084;-;cds;0
N16961_07360;0;NC_002505.1;1586098;1586547;-;cds;0
N16961_07365;0;NC_002505.1;1586711;1588360;+;cds;0
N16961_07370;0;NC_002505.1;1588425;1588943;+;cds;0
N16961_07375;0;NC_002505.1;1589026;1589199;-;cds;0
N16961_07380;0;NC_002505.1;1589366;1591060;-;cds;0
N16961_07385;0;NC_002505.1;1591066;1592985;-;cds;0
N16961_07390;0;NC_002505.1;1592963;1593205;-;cds;0
N16961_07395;0;NC_002505.1;1593214;1595340;-;cds;0
N16961_07400;0;NC_002505.1;1595312;1595443;-;cds;0
N16961_07405;0;NC_002505.1;1595800;1596342;-;cds;0
N16961_07410;0;NC_002505.1;1596497;1597507;-;cds;0
N16961_07415;0;NC_002505.1;1597581;1602422;-;cds;0
N16961_07420;0;NC_002505.1;1602881;1605487;-;cds;0
N16961_07425;0;NC_002505.1;1605686;1606357;-;cds;0
N16961_07430;0;NC_002505.1;1606511;1608508;-;cds;0
N16961_07435;0;NC_002505.1;1608526;1609152;-;cds;0
N16961_07440;0;NC_002505.1;1609253;1609801;-;cds;0
N16961_07445;0;NC_002505.1;1609812;1611608;+;cds;0
N16961_07450;0;NC_002505.1;1611657;1612901;+;cds;0
N16961_07455;0;NC_002505.1;1612911;1615550;+;cds;0
N16961_07460;0;NC_002505.1;1615671;1617092;+;cds;0
N16961_07470;0;NC_002505.1;1617274;1618107;-;cds;0
N16961_07475;0;NC_002505.1;1618209;1618700;+;cds;0
N16961_07480;0;NC_002505.1;1618697;1619557;+;cds;0
N16961_07485;0;NC_002505.1;1619550;1620026;-;cds;0
N16961_07490;0;NC_002505.1;1620302;1621363;+;cds;0
N16961_07495;0;NC_002505.1;1621375;1621857;+;cds;0
N16961_07500;0;NC_002505.1;1621992;1622732;-;cds;0
N16961_07505;0;NC_002505.1;1622869;1623291;-;cds;0
N16961_07510;0;NC_002505.1;1623278;1624345;-;cds;0
N16961_07515;0;NC_002505.1;1624352;1624960;-;cds;0
N16961_07520;0;NC_002505.1;1624972;1625874;-;cds;0
N16961_07525;0;NC_002505.1;1625871;1627826;-;cds;0
N16961_07530;0;NC_002505.1;1627838;1628035;-;cds;0
N16961_07535;0;NC_002505.1;1628113;1628784;-;cds;0
N16961_07540;0;NC_002505.1;1628795;1630456;-;cds;0
N16961_07545;0;NC_002505.1;1630655;1631257;-;cds;0
N16961_07550;0;NC_002505.1;1631247;1631723;-;cds;0
N16961_07555;0;NC_002505.1;1631948;1632781;+;cds;0
N16961_07560;0;NC_002505.1;1632888;1634480;-;cds;0
N16961_07565;0;NC_002505.1;1634692;1636725;-;cds;0
N16961_07570;0;NC_002505.1;1636715;1638169;-;cds;0
N16961_07575;0;NC_002505.1;1638473;1639288;+;cds;0
N16961_07580;0;NC_002505.1;1639295;1639993;+;cds;0
N16961_07585;0;NC_002505.1;1640002;1640724;+;cds;0
N16961_07590;0;NC_002505.1;1640678;1641289;+;cds;0
N16961_07595;0;NC_002505.1;1641286;1643106;+;cds;0
N16961_07600;0;NC_002505.1;1643196;1643552;-;cds;0
N16961_07605;0;NC_002505.1;1643549;1643974;-;cds;0
N16961_07610;0;NC_002505.1;1644190;1644465;+;cds;0
N16961_07620;0;NC_002505.1;1644672;1645580;-;cds;0
N16961_07625;0;NC_002505.1;1645743;1646480;-;cds;0
N16961_07630;0;NC_002505.1;1646580;1647371;+;cds;0
N16961_07635;0;NC_002505.1;1647373;1648893;-;cds;0
N16961_07640;0;NC_002505.1;1648958;1649395;-;cds;0
N16961_07645;0;NC_002505.1;1649484;1649984;+;cds;0
N16961_07650;0;NC_002505.1;1649994;1650335;-;cds;0
N16961_07655;0;NC_002505.1;1650858;1651724;+;cds;0
N16961_07660;0;NC_002505.1;1651882;1652085;+;cds;0
N16961_07665;0;NC_002505.1;1652340;1653713;+;cds;0
N16961_07670;0;NC_002505.1;1653917;1654900;+;cds;0
N16961_07675;0;NC_002505.1;1654907;1655755;-;cds;0
N16961_07680;0;NC_002505.1;1656062;1657240;-;cds;0
N16961_07685;0;NC_002505.1;1657237;1657857;-;cds;0
N16961_07690;0;NC_002505.1;1657857;1658261;-;cds;0
N16961_07695;0;NC_002505.1;1658258;1658797;-;cds;0
N16961_07700;0;NC_002505.1;1658807;1660180;-;cds;0
