Chromosome;Feature_name;Start;Stop;Strand;Type;Counts;CPM;Gene;Bakta Annotation
NC_002506.1;attC_112;386322;386449;+;attC;1312;18194.92983;NA;NA
NC_002506.1;Cassette_113;386450;386788;NA;cassette;1199;16627.83602;NA;NA
NC_002506.1;N16961_15630;386465;386779;+;cds;1196;16586.23176;;DUF4144 domain-containing protein
NC_002506.1;attC_113;386789;386917;+;attC;1327;18402.95113;NA;NA
NC_002506.1;Cassette_114;386918;387458;NA;cassette;356;4937.03889;NA;NA
NC_002506.1;N16961_15635;387025;387450;+;cds;340;4715.1495;;Lipoprotein
NC_002506.1;attC_114;387459;387586;+;attC;282;3910.80047;NA;NA
NC_002506.1;Cassette_115;387587;388216;NA;cassette;24;332.83408;NA;NA
NC_002506.1;N16961_15640;387664;387945;+;cds;21;291.22982;stbD;Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family
NC_002506.1;N16961_15645;387942;388301;+;cds;16;221.88939;parE;Plasmid stabilization system protein ParE
NC_002506.1;attC_115;388217;388345;+;attC;302;4188.1622;NA;NA
NC_002506.1;Cassette_116;388346;388854;NA;cassette;354;4909.30271;NA;NA
NC_002506.1;attC_116;388855;388982;+;attC;1195;16572.36368;NA;NA
NC_002506.1;Cassette_117;388983;389414;NA;cassette;1010;14006.76763;NA;NA
NC_002506.1;N16961_15650;389015;389410;+;cds;1009;13992.89954;;Lipoprotein
NC_002506.1;attC_117;389415;389543;+;attC;893;12384.20148;NA;NA
NC_002506.1;Cassette_118;389544;389924;NA;cassette;40;554.72347;NA;NA
NC_002506.1;N16961_15655;389600;389821;+;cds;29;402.17452;ydhL;DUF1289 domain-containing protein
NC_002506.1;attC_118;389925;390051;+;attC;228;3161.92378;NA;NA
NC_002506.1;Cassette_119;390052;390657;NA;cassette;284;3938.53664;NA;NA
NC_002506.1;N16961_15660;390185;390610;+;cds;270;3744.38342;;DUF4231 domain-containing protein
NC_002506.1;attC_119;390658;390786;+;attC;545;7558.10728;NA;NA
NC_002506.1;Cassette_120;390787;391295;NA;cassette;413;5727.51983;NA;NA
NC_002506.1;attC_120;391296;391423;+;attC;1337;18541.632;NA;NA
NC_002506.1;Cassette_121;391424;391762;NA;cassette;1098;15227.15926;NA;NA
NC_002506.1;N16961_15665;391439;391753;+;cds;1097;15213.29117;;DUF4144 domain-containing protein
NC_002506.1;attC_121;391763;391890;+;attC;1022;14173.18467;NA;NA
NC_002506.1;Cassette_122;391891;392369;NA;cassette;101;1400.67676;NA;NA
NC_002506.1;N16961_15670;391972;392361;+;cds;95;1317.46824;gloA;Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family
NC_002506.1;attC_122;392370;392497;+;attC;124;1719.64276;NA;NA
NC_002506.1;Cassette_123;392498;393366;NA;cassette;71;984.63416;NA;NA
NC_002506.1;N16961_15675;392515;393372;+;cds;70;970.76607;;DUF2971 domain-containing protein
NC_002506.1;attC_123;393367;393494;+;attC;377;5228.26871;NA;NA
NC_002506.1;Cassette_124;393495;393900;NA;cassette;405;5616.57514;NA;NA
NC_002506.1;attC_124;393901;394028;+;attC;585;8112.83075;NA;NA
NC_002506.1;N16961_15680;393996;394556;+;cds;614;8515.00527;rimL;Protein N-acetyltransferase, RimJ/RimL family
NC_002506.1;Cassette_125;394029;394550;NA;cassette;277;3841.46003;NA;NA
NC_002506.1;attC_125;394551;394677;+;attC;901;12495.14617;NA;NA
NC_002506.1;Cassette_126;394678;395084;NA;cassette;800;11094.46941;NA;NA
NC_002506.1;attC_126;395085;395213;+;attC;886;12287.12487;NA;NA
NC_002506.1;Cassette_127;395214;396243;NA;cassette;233;3231.26421;NA;NA
NC_002506.1;N16961_15685;395245;396249;+;cds;233;3231.26421;ldcA;Putative carboxypeptidase VC_A0337
NC_002506.1;attC_127;396244;396372;+;attC;283;3924.66855;NA;NA
NC_002506.1;Cassette_128;396373;396842;NA;cassette;155;2149.55345;NA;NA
NC_002506.1;N16961_15690;396402;396848;+;cds;155;2149.55345;;(pseudo) hypothetical protein
NC_002506.1;attC_128;396843;396971;+;attC;169;2343.70666;NA;NA
NC_002506.1;N16961_15695;396968;397897;+;cds;62;859.82138;;HNH endonuclease
NC_002506.1;Cassette_129;396972;397891;NA;cassette;62;859.82138;NA;NA
NC_002506.1;attC_129;397892;398017;+;attC;213;2953.90248;NA;NA
NC_002506.1;Cassette_130;398018;398502;NA;cassette;232;3217.39613;NA;NA
NC_002506.1;N16961_15700;398032;398508;+;cds;234;3245.1323;rimL;Protein N-acetyltransferase, RimJ/RimL family
NC_002506.1;attC_130;398503;398631;+;attC;438;6074.222;NA;NA
NC_002506.1;Cassette_131;398632;399162;NA;cassette;328;4548.73246;NA;NA
NC_002506.1;N16961_15705;398645;399160;+;cds;322;4465.52394;blc;Outer membrane lipoprotein Blc
NC_002506.1;attC_131;399163;399291;+;attC;332;4604.2048;NA;NA
NC_002506.1;Cassette_132;399292;399878;NA;cassette;88;1220.39163;NA;NA
NC_002506.1;N16961_15710;399296;399586;-;cds;78;1081.71077;relE;mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system
NC_002506.1;N16961_15715;399576;399824;-;cds;70;970.76607;stbD;Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family
NC_002506.1;attC_132;399879;400006;+;attC;98;1359.0725;NA;NA
NC_002506.1;Cassette_133;400007;401058;NA;cassette;101;1400.67676;NA;NA
NC_002506.1;N16961_15720;400089;400280;+;cds;47;651.80008;;DNA for RVC repeated sequence
NC_002506.1;N16961_15725;400395;401048;+;cds;47;651.80008;yhdJ;DNA modification methylase
NC_002506.1;attC_133;401059;401186;+;attC;211;2926.16631;NA;NA
NC_002506.1;Cassette_134;401187;401792;NA;cassette;265;3675.04299;NA;NA
NC_002506.1;N16961_15730;401320;401745;+;cds;259;3591.83447;;DUF4231 domain-containing protein
NC_002506.1;attC_134;401793;401920;+;attC;462;6407.05608;NA;NA
NC_002506.1;Cassette_135;401921;402352;NA;cassette;350;4853.83037;NA;NA
NC_002506.1;N16961_15735;401953;402348;+;cds;347;4812.22611;;Lipoprotein
NC_002506.1;attC_135;402353;402481;+;attC;314;4354.57924;NA;NA
NC_002506.1;Cassette_136;402482;403023;NA;cassette;20;277.36174;NA;NA
NC_002506.1;N16961_15740;402499;403029;+;cds;20;277.36174;;HEPN domain-containing protein
NC_002506.1;attC_136;403024;403152;+;attC;176;2440.78327;NA;NA
NC_002506.1;Cassette_137;403153;403666;NA;cassette;208;2884.56205;NA;NA
NC_002506.1;N16961_15745;403167;403667;+;cds;208;2884.56205;;DNA for RVC repeated sequence
NC_002506.1;attC_137;403667;403793;+;attC;176;2440.78327;NA;NA
NC_002506.1;Cassette_138;403794;404982;NA;cassette;49;679.53625;NA;NA
NC_002506.1;N16961_15750;403924;404220;+;cds;34;471.51495;;(pseudo) hypothetical protein
NC_002506.1;N16961_15755;404320;404784;-;cds;33;457.64686;;hypothetical protein
NC_002506.1;attC_138;404983;405106;+;attC;78;1081.71077;NA;NA
NC_002506.1;Cassette_139;405107;406260;NA;cassette;88;1220.39163;NA;NA
NC_002506.1;N16961_15760;405167;406015;-;cds;78;1081.71077;sbp;ABC-type sulfate transport system, periplasmic component
NC_002506.1;N16961_15765;405982;406152;-;cds;26;360.57026;;Periplasmic sulfate binding protein SBP
NC_002506.1;attC_139;406261;406388;+;attC;199;2759.74926;NA;NA
NC_002506.1;Cassette_140;406389;406978;NA;cassette;226;3134.18761;NA;NA
NC_002506.1;N16961_15770;406403;406981;+;cds;226;3134.18761;glxA;Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain
NC_002506.1;attC_140;406979;407100;+;attC;327;4534.86437;NA;NA
NC_002506.1;Cassette_141;407101;407508;NA;cassette;181;2510.1237;NA;NA
NC_002506.1;attC_141;407509;407637;+;attC;235;3259.00039;NA;NA
NC_002506.1;Cassette_142;407638;408394;NA;cassette;242;3356.077;NA;NA
NC_002506.1;N16961_15775;407778;408392;+;cds;121;1678.0385;;hypothetical protein
NC_002506.1;attC_142;408395;408521;+;attC;87;1206.52355;NA;NA
NC_002506.1;Cassette_143;408522;409390;NA;cassette;73;1012.37033;NA;NA
NC_002506.1;N16961_15780;408539;409396;+;cds;4;55.47235;;DUF2806 domain-containing protein
NC_002506.1;attC_143;409391;409516;+;attC;112;1553.22572;NA;NA
NC_002506.1;Cassette_144;409517;410121;NA;cassette;135;1872.19171;NA;NA
NC_002506.1;N16961_15785;409552;410103;+;cds;131;1816.71937;;Lipoprotein
NC_002506.1;attC_144;410122;410249;+;attC;572;7932.54563;NA;NA
NC_002506.1;Cassette_145;410250;410599;NA;cassette;543;7530.37111;NA;NA
NC_002506.1;N16961_15790;410390;410593;+;cds;516;7155.93277;;DUF3784 domain-containing protein
NC_002506.1;attC_145;410600;410727;+;attC;779;10803.23959;NA;NA
NC_002506.1;Cassette_146;410728;411236;NA;cassette;388;5380.81766;NA;NA
NC_002506.1;attC_146;411237;411365;+;attC;739;10248.51611;NA;NA
NC_002506.1;Cassette_147;411366;411683;NA;cassette;478;6628.94547;NA;NA
NC_002506.1;N16961_15795;411407;411676;+;cds;473;6559.60504;;hypothetical protein
NC_002506.1;attC_147;411684;411812;+;attC;719;9971.15438;NA;NA
NC_002506.1;Cassette_148;411813;412219;NA;cassette;390;5408.55384;NA;NA
NC_002506.1;attC_148;412220;412348;+;attC;1809;25087.36895;NA;NA
NC_002506.1;Cassette_149;412349;412754;NA;cassette;1683;23339.99001;NA;NA
NC_002506.1;N16961_15800;412374;412760;+;cds;1689;23423.19854;gloA;Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family
NC_002506.1;attC_149;412755;412883;+;attC;2730;37859.87685;NA;NA
NC_002506.1;Cassette_150;412884;413222;NA;cassette;1383;19179.56399;NA;NA
NC_002506.1;N16961_15805;412962;413204;+;cds;1356;18805.12564;;Pullulanase
NC_002506.1;attC_150;413223;413351;+;attC;1981;27472.67987;NA;NA
NC_002506.1;Cassette_151;413352;413746;NA;cassette;829;11496.64392;NA;NA
NC_002506.1;N16961_15810;413375;413752;+;cds;836;11593.72053;;hypothetical protein
NC_002506.1;attC_151;413747;413875;+;attC;1375;19068.61929;NA;NA
NC_002506.1;Cassette_152;413876;414256;NA;cassette;760;10539.74594;NA;NA
NC_002506.1;N16961_15815;413932;414153;+;cds;740;10262.3842;ydhL;DUF1289 domain-containing protein
NC_002506.1;N16961_15820;414150;414341;+;cds;649;9000.38831;;Secreted protein
NC_002506.1;attC_152;414257;414384;+;attC;1254;17390.5808;NA;NA
NC_002506.1;Cassette_153;414385;414765;NA;cassette;734;10179.17568;NA;NA
NC_002506.1;attC_153;414766;414894;+;attC;986;13673.93354;NA;NA
NC_002506.1;Cassette_154;414895;415576;NA;cassette;513;7114.32851;NA;NA
NC_002506.1;N16961_15825;414949;415281;+;cds;478;6628.94547;higB-2;Toxin HigB-2
NC_002506.1;N16961_15830;415268;415582;+;cds;431;5977.14539;higA-2;Antitoxin HigA-2
NC_002506.1;attC_154;415577;415704;+;attC;1141;15823.48699;NA;NA
NC_002506.1;Cassette_155;415705;416162;NA;cassette;840;11649.19288;NA;NA
NC_002506.1;N16961_15835;415719;416153;+;cds;837;11607.58862;rimI;Ribosomal protein S18 acetylase RimI and related acetyltransferases
NC_002506.1;attC_155;416163;416290;+;attC;714;9901.81395;NA;NA
NC_002506.1;Cassette_156;416291;417949;NA;cassette;6;83.20852;NA;NA
NC_002506.1;N16961_15840;416321;416476;+;cds;4;55.47235;;Vco26
NC_002506.1;N16961_15845;416601;417581;-;cds;3;41.60426;tnp;IS5 family ISVch5 transposase
NC_002506.1;N16961_15850;417709;417921;+;cds;1;13.86809;wbbJ;Acetyltransferase, isoleucine patch superfamily
NC_002506.1;attC_156;417950;418077;+;attC;66;915.29373;NA;NA
NC_002506.1;Cassette_157;418078;419185;NA;cassette;77;1067.84268;NA;NA
NC_002506.1;N16961_15855;418092;418784;+;cds;77;1067.84268;rimL;Protein N-acetyltransferase, RimJ/RimL family
NC_002506.1;N16961_15860;418784;419185;+;cds;0;0;doc;Prophage maintenance system killer protein
NC_002506.1;attC_157;419186;419311;+;attC;210;2912.29822;NA;NA
NC_002506.1;Cassette_158;419312;419791;NA;cassette;251;3480.88978;NA;NA
NC_002506.1;N16961_15865;419373;419786;+;cds;250;3467.02169;gloA;Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family
NC_002506.1;attC_158;419792;419918;+;attC;639;8861.70744;NA;NA
NC_002506.1;Cassette_159;419919;420530;NA;cassette;513;7114.32851;NA;NA
NC_002506.1;N16961_15870;419982;420251;+;cds;475;6587.34121;stbD;Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family
NC_002506.1;N16961_15875;420241;420528;+;cds;446;6185.16669;relE;Type II toxin-antitoxin system RelE/ParE family toxin
NC_002506.1;attC_159;420531;420659;+;attC;1087;15074.61031;NA;NA
NC_002506.1;N16961_15880;420656;421111;+;cds;791;10969.65663;rimI;Ribosomal protein S18 acetylase RimI and related acetyltransferases
NC_002506.1;Cassette_160;420660;421105;NA;cassette;782;10844.84385;NA;NA
NC_002506.1;attC_160;421106;421233;+;attC;716;9929.55012;NA;NA
NC_002506.1;Cassette_161;421234;421639;NA;cassette;52;721.14051;NA;NA
NC_002506.1;attC_161;421640;421767;+;attC;103;1428.41294;NA;NA
NC_002506.1;Cassette_162;421768;422642;NA;cassette;95;1317.46824;NA;NA
NC_002506.1;N16961_15885;421787;422284;-;cds;86;1192.65546;phnO;N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)
NC_002506.1;N16961_15890;422281;422553;-;cds;60;832.08521;;DUF1778 domain-containing protein
NC_002506.1;attC_162;422643;422770;+;attC;229;3175.79187;NA;NA
NC_002506.1;Cassette_163;422771;423456;NA;cassette;215;2981.63865;NA;NA
NC_002506.1;N16961_15895;422784;423452;+;cds;214;2967.77057;;Transmembrane protein
NC_002506.1;attC_163;423457;423585;+;attC;155;2149.55345;NA;NA
NC_002506.1;Cassette_164;423586;423885;NA;cassette;4;55.47235;NA;NA
NC_002506.1;N16961_15900;423604;423891;+;cds;4;55.47235;;hypothetical protein
NC_002506.1;attC_164;423886;424014;+;attC;358;4964.77506;NA;NA
NC_002506.1;Cassette_165;424015;424397;NA;cassette;408;5658.1794;NA;NA
NC_002506.1;N16961_15905;424032;424403;+;cds;409;5672.04748;mazG;NTP pyrophosphatase, house-cleaning of non-canonical NTPs
NC_002506.1;attC_165;424398;424526;+;attC;383;5311.47723;NA;NA
NC_002506.1;Cassette_166;424527;425432;NA;cassette;47;651.80008;NA;NA
NC_002506.1;N16961_15910;424626;424895;+;cds;41;568.59156;;DUF1778 domain-containing protein
NC_002506.1;N16961_15915;424892;425425;+;cds;40;554.72347;rimI;Ribosomal protein S18 acetylase RimI and related acetyltransferases
NC_002506.1;attC_166;425433;425558;+;attC;539;7474.89876;NA;NA
NC_002506.1;Cassette_167;425559;426187;NA;cassette;628;8709.15848;NA;NA
NC_002506.1;N16961_15920;425627;425884;+;cds;588;8154.43501;stbD;Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family
NC_002506.1;N16961_15925;425872;426174;+;cds;556;7710.65624;parE;Plasmid stabilization system protein ParE
NC_002506.1;attC_167;426188;426315;+;attC;591;8196.03927;NA;NA
NC_002506.1;N16961_15930;426312;427325;+;cds;136;1886.0598;aes;Acetyl esterase/lipase
NC_002506.1;Cassette_168;426316;427325;NA;cassette;134;1858.32363;NA;NA
NC_002506.1;attC_168;427326;427454;+;attC;325;4507.1282;NA;NA
NC_002506.1;Cassette_169;427455;427865;NA;cassette;294;4077.21751;NA;NA
NC_002506.1;N16961_15935;427632;427871;+;cds;268;3716.64725;;hypothetical protein
NC_002506.1;attC_169;427866;427994;+;attC;262;3633.43873;NA;NA
NC_002506.1;Cassette_170;427995;429048;NA;cassette;49;679.53625;NA;NA
NC_002506.1;N16961_15940;428007;428291;+;cds;43;596.32773;;Acetyltransferase
NC_002506.1;N16961_15945;428335;428772;+;cds;6;83.20852;tnp;IS200/IS605 family IS1004 transposase
NC_002506.1;N16961_15950;428887;429054;+;cds;11;152.54895;;N-acetyltransferase domain-containing protein
NC_002506.1;attC_170;429049;429176;+;attC;27;374.43834;NA;NA
NC_002506.1;Cassette_171;429177;430108;NA;cassette;32;443.77878;NA;NA
NC_002506.1;N16961_15955;429283;430101;+;cds;30;416.0426;;DUF3800 domain-containing protein
NC_002506.1;attC_171;430109;430236;+;attC;50;693.40434;NA;NA
NC_002506.1;N16961_15960;430176;430850;+;cds;55;762.74477;gstA;Glutathione S-transferase
NC_002506.1;Cassette_172;430237;430844;NA;cassette;41;568.59156;NA;NA
NC_002506.1;attC_172;430845;430972;+;attC;46;637.93199;NA;NA
NC_002506.1;Cassette_173;430973;431820;NA;cassette;40;554.72347;NA;NA
NC_002506.1;N16961_15965;431042;431311;+;cds;34;471.51495;;DUF4160 domain-containing protein
NC_002506.1;N16961_15970;431305;431826;+;cds;34;471.51495;pA5055;DUF971 domain-containing protein
NC_002506.1;attC_173;431821;431949;+;attC;228;3161.92378;NA;NA
NC_002506.1;Cassette_174;431950;432357;NA;cassette;260;3605.70256;NA;NA
NC_002506.1;attC_174;432358;432486;+;attC;375;5200.53253;NA;NA
NC_002506.1;Cassette_175;432487;432890;NA;cassette;194;2690.40883;NA;NA
NC_002506.1;N16961_15975;432501;432896;+;cds;194;2690.40883;;hypothetical protein
NC_002506.1;attC_175;432891;433018;+;attC;180;2496.25562;NA;NA
NC_002506.1;Cassette_176;433019;433647;NA;cassette;48;665.66816;NA;NA
NC_002506.1;N16961_15980;433035;433313;-;cds;41;568.59156;parE;Plasmid stabilization system protein ParE
NC_002506.1;N16961_15985;433310;433594;-;cds;35;485.38304;;Transcriptional regulator
NC_002506.1;attC_176;433648;433775;+;attC;277;3841.46003;NA;NA
NC_002506.1;N16961_15990;433743;434303;+;cds;333;4618.07289;rimL;Protein N-acetyltransferase, RimJ/RimL family
NC_002506.1;Cassette_177;433776;434297;NA;cassette;307;4257.50263;NA;NA
NC_002506.1;attC_177;434298;434425;+;attC;462;6407.05608;NA;NA
NC_002506.1;Cassette_178;434426;434905;NA;cassette;282;3910.80047;NA;NA
NC_002506.1;N16961_15995;434487;434900;+;cds;280;3883.06429;gloA;Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family
NC_002506.1;attC_178;434906;435034;+;attC;233;3231.26421;NA;NA
NC_002506.1;Cassette_179;435035;435387;NA;cassette;2;27.73617;NA;NA
NC_002506.1;N16961_16000;435118;435387;+;cds;0;0;;ORF23
