Chromosome;Feature_name;Start;Stop;Strand;Type;Counts;CPM;Gene;Bakta Annotation
NC_002505.1;N16961_07940;1709719;1711152;-;cds;0;0;araJ;putative arabinose efflux permease AraJ, MFS family
NC_002506.1;N16961_14500;171116;172612;-;cds;0;0;mnhD;Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
NC_002505.1;N16961_07945;1711364;1712125;+;cds;0;0;hisJ;ABC-type amino acid transport/signal transduction system, periplasmic component/domain
NC_002505.1;N16961_07960;1712741;1713802;+;cds;0;0;gGDEF;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
NC_002505.1;N16961_07965;1713805;1714494;-;cds;0;0;yrdD;DNA topoisomerase I, ssDNA-binding Zn-finger and Zn-ribbon domains
NC_002505.1;N16961_07970;1714609;1715412;-;cds;0;0;;Solute-binding protein family 3/N-terminal domain-containing protein
NC_002505.1;N16961_07975;1715544;1716521;-;cds;0;0;cheW;Chemotaxis signal transduction protein CheW
NC_002505.1;N16961_07980;1716549;1717325;-;cds;0;0;hisJ;ABC-type amino acid transport/signal transduction system, periplasmic component/domain
NC_002505.1;N16961_07985;1717391;1718077;-;cds;0;0;citB;DNA-binding response regulator DpiB of citrate/malate metabolism
NC_002505.1;N16961_07990;1718077;1719693;-;cds;0;0;citA;Sensor histidine kinase DipB regulating citrate/malate metabolism
NC_002506.1;N16961_13840;17196;17426;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_07995;1720022;1720255;+;cds;0;0;;Cation transporter
NC_002505.1;N16961_08000;1720423;1721853;+;cds;0;0;tolC;Outer membrane protein TolC
NC_002505.1;N16961_00850;172050;173027;+;cds;0;0;dppB;ABC-type dipeptide/oligopeptide/nickel transport system, permease component
NC_002505.1;N16961_08005;1721865;1722839;+;cds;0;0;emrA;Multidrug resistance efflux pump EmrA
NC_002505.1;N16961_08010;1722858;1724006;+;cds;0;0;;ABC-2 type transporter transmembrane domain-containing protein
NC_002505.1;N16961_08015;1724003;1725151;+;cds;0;0;yadH;ABC-type multidrug transport system, permease component
NC_002505.1;N16961_08020;1725155;1725529;-;cds;0;0;;putative kinase, contains AAA domain
NC_002505.1;N16961_08025;1725670;1726611;+;cds;0;0;metA;homoserine O-succinyltransferase
NC_002506.1;N16961_14505;172609;172962;-;cds;0;0;mnhC;Na+/H+ antiporter subunit C
NC_002505.1;N16961_08030;1726820;1727533;+;cds;0;0;pilW;type IV pilus biogenesis/stability protein PilW
NC_002505.1;N16961_08035;1727537;1727761;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08040;1727960;1729048;-;cds;0;0;rlmF;23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF
NC_002505.1;N16961_08045;1729045;1729557;-;cds;0;0;ygjP;UTP pyrophosphatase, metal-dependent hydrolase family
NC_002506.1;N16961_14510;172962;175637;-;cds;0;0;mnhB;Multisubunit Na+/H+ antiporter, MnhB subunit
NC_002505.1;N16961_08050;1729725;1729958;+;cds;0;0;grxC;Glutaredoxin
NC_002505.1;N16961_08055;1729989;1730858;-;cds;0;0;lysR;DNA-binding transcriptional regulator, LysR family
NC_002505.1;N16961_00855;173030;173968;+;cds;0;0;dppC;ABC-type dipeptide/oligopeptide/nickel transport system, permease component
NC_002505.1;N16961_08060;1730964;1732181;+;cds;0;0;araJ;putative arabinose efflux permease AraJ, MFS family
NC_002505.1;N16961_08065;1732238;1732786;+;cds;0;0;;DUF1415 domain-containing protein
NC_002505.1;N16961_08070;1732896;1737431;-;cds;0;0;;cadherin domain-containing protein
NC_002505.1;N16961_08075;1737441;1741367;-;cds;0;0;;cadherin domain-containing protein
NC_002506.1;N16961_13845;17407;19386;+;cds;0;0;glgB;1,4-alpha-glucan branching protein GlgB
NC_002505.1;N16961_00860;174143;175090;+;cds;0;0;;SPOR domain-containing protein
NC_002505.1;N16961_08080;1741764;1743101;+;cds;0;0;tolC;Outer membrane protein TolC
NC_002505.1;N16961_08085;1743103;1743741;+;cds;0;0;ompA;Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins
NC_002505.1;N16961_08090;1743877;1745010;-;cds;0;0;nspC;carboxynorspermidine decarboxylase
NC_002505.1;N16961_08095;1745276;1746520;-;cds;0;0;lys9;carboxynorspermidine synthase
NC_002505.1;N16961_08100;1746534;1748714;-;cds;0;0;;Diaminobutyrate-2-oxoglutarate transaminase
NC_002505.1;N16961_08105;1748735;1749418;-;cds;0;0;;(pseudo) diaminobutyrate--2-oxoglutarate transaminase family protein
NC_002505.1;N16961_08110;1750016;1751164;-;cds;0;0;nhaA;Na+/H+ antiporter NhaA
NC_002505.1;N16961_08115;1751443;1752561;-;cds;0;0;crtC;putative lipocalin, contains AttH/CrtC domain
NC_002505.1;N16961_08120;1752562;1755015;-;cds;0;0;lolC;ABC-type transport system involved in lipoprotein release, permease component LolC
NC_002505.1;N16961_00865;175343;176932;-;cds;1;13.86809;comEB;anti-phage dCTP deaminase
NC_002505.1;N16961_08125;1754996;1755667;-;cds;0;0;lolD;ABC-type lipoprotein export system, ATPase component
NC_002505.1;N16961_08130;1755793;1757169;-;cds;0;0;norM;Na+-driven multidrug efflux pump, DinF/NorM/MATE family
NC_002505.1;N16961_08135;1757297;1758733;+;cds;0;0;ybjT;DUF2867 domain-containing protein
NC_002506.1;N16961_14515;175784;175981;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08140;1758800;1759459;-;cds;0;0;;Alpha-acetolactate decarboxylase
NC_002505.1;N16961_08145;1759459;1760664;-;cds;0;0;araJ;Bcr/CflA family multidrug efflux MFS transporter
NC_002506.1;N16961_14520;176056;176997;-;cds;0;0;uspA;Nucleotide-binding universal stress protein, UspA family
NC_002505.1;N16961_08150;1760983;1761678;-;cds;0;0;rsuA;16S rRNA pseudouridine(516) synthase RsuA
NC_002505.1;N16961_08155;1761812;1763596;+;cds;0;0;rPL40A;Ribosomal protein L40E
NC_002505.1;N16961_08160;1763867;1764268;+;cds;0;0;ykoI;PepSY domain containing protein, regulator of zincin peptidase activity
NC_002505.1;N16961_08165;1764280;1764939;+;cds;0;0;ompR;DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
NC_002505.1;N16961_08170;1764929;1766302;+;cds;0;0;baeS;Signal transduction histidine kinase
NC_002505.1;N16961_08175;1766460;1766738;+;cds;0;0;rplY;50S ribosomal protein L25
NC_002505.1;N16961_08180;1766888;1767661;-;cds;0;0;eAL;EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)
NC_002505.1;N16961_08185;1767753;1768154;-;cds;0;0;;Ribosome recycling factor
NC_002505.1;N16961_08190;1768432;1770135;+;cds;0;0;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_00870;177008;177181;-;cds;1;13.86809;;hypothetical protein
NC_002505.1;N16961_08195;1770521;1771711;+;cds;0;0;;DUF3103 domain-containing protein
NC_002505.1;N16961_08200;1771809;1772435;-;cds;0;0;yigB;FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)
NC_002506.1;N16961_14525;177193;178407;-;cds;0;0;sdaC;Amino acid permease
NC_002505.1;N16961_08205;1772606;1772770;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08210;1773000;1774763;+;cds;0;0;sgrR;DNA-binding transcriptional regulator SgrR of sgrS sRNA, contains a MarR-type HTH domain and a periplasmic-type solute-binding domain
NC_002505.1;N16961_00875;177450;177758;-;cds;1;13.86809;hipB;Transcriptional regulator, contains XRE-family HTH domain
NC_002505.1;N16961_08215;1774844;1776490;-;cds;0;0;vesC;GlyGly-anchored extracellular serine protease VesC
NC_002505.1;N16961_08220;1776818;1779274;+;cds;0;0;vcc;Microbial collagenase
NC_002505.1;N16961_00880;177873;178424;+;cds;0;0;vspR;transcriptional regulator VspR
NC_002505.1;N16961_08225;1779308;1780969;-;cds;0;0;tadD;Flp pilus assembly protein TadD, contains TPR repeats
NC_002505.1;N16961_08230;1780981;1782735;-;cds;0;0;vieA;two-component system response regulator VieA
NC_002505.1;N16961_08235;1782740;1786270;-;cds;2;27.73617;hPtr;HPt (histidine-containing phosphotransfer) domain
NC_002506.1;N16961_14530;178507;179925;-;cds;0;0;tnaA;tryptophanase
NC_002505.1;N16961_08240;1786974;1788326;+;cds;0;0;mgtE;magnesium transporter
NC_002505.1;N16961_08245;1788409;1789272;-;cds;0;0;rhaT;Permease of the drug/metabolite transporter (DMT) superfamily
NC_002505.1;N16961_00885;178841;179089;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08250;1789299;1789424;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08255;1789608;1790861;+;cds;0;0;sdaC;Amino acid permease
NC_002505.1;N16961_08260;1791030;1791977;+;cds;0;0;emrA;Multidrug resistance efflux pump EmrA
NC_002505.1;N16961_08265;1791987;1792913;+;cds;0;0;ccmA;ABC-type multidrug transport system, ATPase component
NC_002505.1;N16961_08270;1792910;1794007;+;cds;0;0;yadH;ABC-type multidrug transport system, permease component
NC_002505.1;N16961_00890;179338;180405;+;cds;0;0;capV;cGAMP-activated phospholipase CapV
NC_002505.1;N16961_08275;1794172;1794387;+;cds;2;27.73617;copG;CopG family transcriptional regulator
NC_002505.1;N16961_08280;1794393;1794659;-;cds;2;27.73617;ydhL;DUF1289 domain-containing protein
NC_002505.1;N16961_08285;1794806;1795249;+;cds;0;0;hslJ;Heat shock protein HslJ
NC_002505.1;N16961_08290;1795457;1796605;+;cds;0;0;ynjB;ABC-type uncharacterized transport system YnjBCD, periplasmic component
NC_002505.1;N16961_08295;1796619;1798319;+;cds;0;0;ynjC;ABC-type uncharacterized transport system YnjBCD, permease component
NC_002505.1;N16961_08300;1798285;1798947;+;cds;0;0;ynjD;ABC-type uncharacterized transport system YnjBCD, ATPase component
NC_002505.1;N16961_08305;1798940;1799560;+;cds;0;0;pgsA;Phosphatidylglycerophosphate synthase
NC_002505.1;N16961_08310;1799619;1800326;-;cds;0;0;rluA;Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific
NC_002505.1;N16961_08315;1800425;1801711;-;cds;0;0;yocR;Na+-dependent transporter, SNF family
NC_002505.1;N16961_08320;1802327;1803781;+;cds;0;0;cls;cardiolipin synthase
NC_002506.1;N16961_14535;180240;180335;+;cds;0;0;;(pseudo) hypothetical protein
NC_002505.1;N16961_08325;1803862;1805052;+;cds;0;0;metC;cystathionine beta-lyase
NC_002505.1;N16961_00895;180425;181729;+;cds;0;0;dncV;cyclic AMP-GMP synthase
NC_002505.1;N16961_08330;1805139;1805720;-;cds;0;0;tag;3-methyladenine DNA glycosylase Tag
NC_002505.1;N16961_08335;1805807;1808905;-;cds;0;0;acrB;efflux RND transporter permease subunit VexK
NC_002506.1;N16961_14545;180706;180918;+;cds;0;0;;DUF3820 domain-containing protein
NC_002505.1;N16961_08340;1808898;1809977;-;cds;0;0;acrA;Multidrug efflux pump subunit AcrA (membrane-fusion protein)
NC_002506.1;N16961_14550;180988;181470;-;cds;0;0;yafK;Murein L,D-transpeptidase YafK
NC_002505.1;N16961_08345;1809979;1811010;-;cds;0;0;acrA;Multidrug efflux pump subunit AcrA (membrane-fusion protein)
NC_002505.1;N16961_08350;1811182;1811571;-;cds;0;0;pspC;envelope stress response membrane protein PspC
NC_002505.1;N16961_08355;1811564;1811797;-;cds;0;0;pspB;envelope stress response membrane protein PspB
NC_002505.1;N16961_08360;1811811;1812479;-;cds;0;0;pspA;phage shock protein PspA
NC_002505.1;N16961_08365;1812689;1813705;+;cds;0;0;pspF;phage shock protein operon transcriptional activator
NC_002505.1;N16961_08370;1813858;1815441;+;cds;0;0;ddpA;ABC-type transport system, periplasmic component
NC_002505.1;N16961_08375;1815441;1816403;+;cds;0;0;sapB;ABC-type antimicrobial peptide export system, permease component SapB
NC_002505.1;N16961_08380;1816390;1817277;+;cds;0;0;sapC;ABC-type antimicrobial peptide export system, permease component SapC
NC_002505.1;N16961_08385;1817277;1818272;+;cds;0;0;sapD;ABC-type antimicrobial peptide export system, ATPase component SapD
NC_002505.1;N16961_00900;181795;183486;+;cds;0;0;cap2;CD-NTase-associated protein 2
NC_002505.1;N16961_08390;1818269;1819057;+;cds;0;0;sapF;ABC-type antimicrobial peptide export system, ATPase component SapF
NC_002506.1;N16961_14555;181879;184011;+;cds;0;0;gGDEF;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
NC_002505.1;N16961_08395;1819058;1819828;+;cds;0;0;;DUF2927 domain-containing protein
NC_002505.1;N16961_08400;1819865;1820254;-;cds;0;0;;DUF2750 domain-containing protein
NC_002505.1;N16961_08405;1820389;1821294;-;cds;0;0;pPX1;manganese-dependent inorganic pyrophosphatase
NC_002505.1;N16961_08410;1821480;1822688;+;cds;0;0;;Manganese transporter
NC_002505.1;N16961_08415;1822752;1823312;-;cds;0;0;;Alpha-galactosidase
NC_002505.1;N16961_08420;1823364;1824488;-;cds;0;0;;Alpha-galactosidase
NC_002505.1;N16961_08425;1824695;1827157;-;cds;0;0;torA;trimethylamine-N-oxide reductase TorA
NC_002505.1;N16961_08430;1827181;1828365;-;cds;0;0;torC;pentaheme c-type cytochrome TorC
NC_002505.1;N16961_08435;1828412;1828594;-;cds;0;0;torE;trimethylamine N-oxide reductase system protein TorE
NC_002505.1;N16961_08440;1829274;1830116;-;cds;0;0;focA;formate transporter FocA
NC_002505.1;N16961_08445;1830468;1830701;+;cds;0;0;;DNA-binding protein inhibitor Id-2-related protein
NC_002505.1;N16961_08450;1830805;1831635;+;cds;0;0;wcaG;Nucleoside-diphosphate-sugar epimerase
NC_002505.1;N16961_08455;1831628;1832275;+;cds;0;0;elyC;DUF218 domain-containing protein
NC_002505.1;N16961_08460;1832453;1832677;+;cds;0;0;;Phage protein
NC_002505.1;N16961_08465;1832906;1833451;+;cds;0;0;yciB;septation protein A
NC_002505.1;N16961_08470;1833610;1834029;+;cds;0;0;yciA;acyl-CoA thioester hydrolase YciA
NC_002505.1;N16961_08475;1834104;1834400;+;cds;0;0;yciI;YciI family protein
NC_002505.1;N16961_08480;1834342;1834800;+;cds;0;0;;Lipoprotein
NC_002505.1;N16961_00905;183476;183946;+;cds;0;0;cap3;CD-NTase-associated protein 3
NC_002505.1;N16961_08485;1835075;1837360;-;cds;0;0;metE;5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
NC_002505.1;N16961_08490;1837756;1838673;+;cds;0;0;metR;HTH-type transcriptional regulator MetR
NC_002505.1;N16961_08495;1838680;1838880;-;cds;0;0;;DUF4250 domain-containing protein
NC_002505.1;N16961_08500;1838997;1839683;-;cds;0;0;;Membrane protein
NC_002505.1;N16961_00910;183957;184388;-;cds;0;0;kfrA;KfrA N-terminal DNA-binding domain-containing protein
NC_002505.1;N16961_08505;1839907;1842675;+;cds;0;0;pqqL;putative Zn-dependent peptidase, M16 family
NC_002506.1;N16961_14560;184257;184469;+;cds;0;0;cspA;Cold shock-like protein CspA
NC_002505.1;N16961_08510;1842809;1845265;-;cds;0;0;pAS;PAS domain
NC_002505.1;N16961_00915;184360;186471;-;cds;0;0;;Integrase
NC_002505.1;N16961_08515;1845545;1847914;+;cds;0;0;ygiQ;YgiQ family radical SAM protein
NC_002506.1;N16961_14565;184758;185474;-;cds;0;0;sIMPL;Outer membrane channel-forming protein BP26/OMP28, SIMPL family
NC_002505.1;N16961_08520;1847962;1848546;-;cds;0;0;rhtB;Threonine/homoserine/homoserine lactone efflux protein
NC_002505.1;N16961_08525;1848654;1849097;+;cds;2;27.73617;lrp;DNA-binding transcriptional regulator, Lrp family
NC_002505.1;N16961_08530;1849179;1853654;-;cds;4;55.47235;mukB;chromosome partition protein MukB
NC_002505.1;N16961_08535;1853651;1854373;-;cds;0;0;mukE;chromosome partition protein MukE
NC_002505.1;N16961_08540;1854354;1855691;-;cds;0;0;mukF;chromosome partition protein MukF
NC_002505.1;N16961_08545;1855703;1856485;-;cds;0;0;cmoM;tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM
NC_002506.1;N16961_14570;185635;186132;-;cds;0;0;;DUF4381 domain-containing protein
NC_002505.1;N16961_08550;1856602;1857423;+;cds;0;0;elyC;envelope biogenesis factor ElyC
NC_002505.1;N16961_08555;1857523;1858227;-;cds;0;0;torR;two-component system response regulator TorR
NC_002505.1;N16961_08560;1858452;1859114;+;cds;1;13.86809;torD;molecular chaperone TorD
NC_002505.1;N16961_08565;1859521;1860531;+;cds;0;0;purR;HTH-type transcriptional repressor PurR
NC_002505.1;N16961_08570;1860890;1861477;+;cds;0;0;tfoX;Transcriptional regulator of competence genes, TfoX/Sxy family
NC_002506.1;N16961_14575;186129;186698;-;cds;0;0;batD;BatD protein
NC_002505.1;N16961_08575;1861832;1862521;+;cds;0;0;tVP38;Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family
NC_002505.1;N16961_08580;1862555;1862866;+;cds;0;0;;DUF2007 domain-containing protein
NC_002505.1;N16961_08585;1862871;1863689;-;cds;0;0;menH;2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold
NC_002505.1;N16961_08590;1863877;1865331;-;cds;0;0;glgA;glycogen synthase GlgA
NC_002505.1;N16961_00920;186481;188169;-;cds;0;0;;Core-binding (CB) domain-containing protein
NC_002505.1;N16961_08595;1865333;1866550;-;cds;0;0;glgC;glucose-1-phosphate adenylyltransferase
NC_002506.1;N16961_14580;186643;187290;-;cds;0;0;batD;Protein BatD
NC_002505.1;N16961_08600;1867219;1869849;-;cds;0;0;topA;type I DNA topoisomerase
NC_002505.1;N16961_08605;1870186;1870434;+;cds;0;0;;DUF2498 domain-containing protein
NC_002505.1;N16961_08610;1870525;1871805;-;cds;0;0;aroA;3-phosphoshikimate 1-carboxyvinyltransferase
NC_002505.1;N16961_08615;1872072;1872803;+;cds;0;0;aat;leucyl/phenylalanyl-tRNA--protein transferase
NC_002505.1;N16961_08620;1872807;1873508;+;cds;0;0;bpt;arginyltransferase
NC_002506.1;N16961_14585;187284;189224;-;cds;0;0;;VWFA domain-containing protein
NC_002505.1;N16961_08625;1873592;1873810;+;cds;0;0;infA;translation initiation factor IF-1
NC_002505.1;N16961_08630;1874114;1875013;-;cds;0;0;fabV;enoyl-ACP reductase FabV
NC_002505.1;N16961_08635;1875028;1875318;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08640;1875517;1877799;-;cds;0;0;caiA;Acyl-CoA dehydrogenase related to the alkylation response protein AidB
NC_002505.1;N16961_08645;1877855;1878481;-;cds;0;0;acrR;DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
NC_002505.1;N16961_08655;1879014;1879925;+;cds;2;27.73617;acd;1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family
NC_002505.1;N16961_08660;1879970;1880251;+;cds;0;0;;DUF1496 domain-containing protein
NC_002505.1;N16961_08665;1880232;1881683;-;cds;0;0;adhE;Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
NC_002505.1;N16961_00925;188166;189368;-;cds;0;0;;Tyr recombinase domain-containing protein
NC_002505.1;N16961_08670;1881716;1882345;-;cds;0;0;breR;bile response transcriptional repressor BreR
NC_002505.1;N16961_08675;1882572;1883396;+;cds;0;0;;TonB-dependent receptor
NC_002505.1;N16961_08680;1883410;1884522;+;cds;0;0;;Membrane protein
NC_002505.1;N16961_08685;1884533;1885654;+;cds;0;0;;DUF4056 domain-containing protein
NC_002505.1;N16961_08690;1885670;1887406;-;cds;0;0;envC;Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB
NC_002505.1;N16961_08695;1887607;1888905;+;cds;0;0;pqiA;Intermembrane transporter PqiABC subunit PqiA
NC_002505.1;N16961_08700;1888917;1890545;+;cds;0;0;pqiB;intermembrane transport protein PqiB
NC_002505.1;N16961_08705;1890542;1891120;+;cds;0;0;pqiC;Intermembrane transporter PqiABC lipoprotein subunit PqiC
NC_002505.1;N16961_08710;1891336;1892430;+;cds;0;0;acrA;multidrug efflux RND transporter periplasmic adaptor subunit VexC
NC_002506.1;N16961_14590;189226;190152;-;cds;0;0;chlD;vWFA (von Willebrand factor type A) domain of Mg and Co chelatases
NC_002505.1;N16961_08715;1892430;1895480;+;cds;0;0;acrB;efflux RND transporter permease subunit VexD
NC_002505.1;N16961_00930;189457;190809;-;cds;2;27.73617;gorA;glutathione-disulfide reductase
NC_002505.1;N16961_00100;18950;19867;-;cds;0;0;glyQ;glycine--tRNA ligase subunit alpha
NC_002505.1;N16961_08725;1896092;1897327;+;cds;0;0;fimB;Integrase/recombinase, includes phage integrase
NC_002505.1;N16961_08730;1897423;1897878;+;cds;0;0;;Truncated phage family integrase
NC_002505.1;N16961_08735;1898009;1900831;-;cds;0;0;;Helicase
NC_002505.1;N16961_08740;1900851;1901459;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08745;1901450;1902901;-;cds;0;0;zorC;Zorya protein ZorC EH domain-containing protein
NC_002506.1;N16961_14595;190169;190657;-;cds;0;0;;DUF4381 domain-containing protein
NC_002505.1;N16961_08750;1902898;1903632;-;cds;0;0;motB;Flagellar motor protein MotB
NC_002505.1;N16961_08755;1903625;1905688;-;cds;0;0;zorA;Anti-phage defense ZorAB system ZorA
NC_002505.1;N16961_08760;1905790;1908849;-;cds;0;0;;Type I site-specific restriction-modification system, R (restriction) subunit and related helicases
NC_002506.1;N16961_14600;190654;191589;-;cds;0;0;yeaD2;Uncharacterized conserved protein, DUF58 family, contains vWF domain
NC_002505.1;N16961_08765;1908886;1910877;-;cds;0;0;gmrSD;DUF262 domain-containing protein
NC_002505.1;N16961_00935;190915;191754;-;cds;0;0;rlmJ;23S rRNA A2030 N6-methylase RlmJ
NC_002505.1;N16961_08770;1910870;1912282;-;cds;0;0;gmrSD;DUF262 domain-containing protein
NC_002505.1;N16961_08775;1912283;1913623;-;cds;0;0;hsdS;Restriction endonuclease S subunit
NC_002505.1;N16961_08780;1913628;1916009;-;cds;0;0;hsdM;Type I restriction-modification system, DNA methylase subunit
NC_002506.1;N16961_14605;191593;192549;-;cds;0;0;moxR;MoxR-like ATPase
NC_002505.1;N16961_08785;1916150;1918213;-;cds;0;0;;Piwi domain-containing protein
NC_002505.1;N16961_08790;1918195;1921767;-;cds;0;0;;Helicase/UvrB N-terminal domain-containing protein
NC_002505.1;N16961_00940;192034;194076;+;cds;0;0;prlC;oligopeptidase A
NC_002505.1;N16961_08795;1921885;1922745;+;cds;0;0;yobV;putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains
NC_002505.1;N16961_08800;1922810;1923880;-;cds;0;0;nanM;Kelch domain-containing protein VC-1773
NC_002505.1;N16961_08805;1923895;1925049;-;cds;0;0;nanM;N-acetylneuraminate epimerase
NC_002505.1;N16961_08810;1925231;1926067;-;cds;0;0;rpiR;DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains
NC_002505.1;N16961_08815;1926196;1927092;-;cds;0;0;dapA;4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase
NC_002505.1;N16961_08820;1927130;1928413;-;cds;0;0;siaM;sialic acid TRAP transporter large permease SiaM
NC_002505.1;N16961_08825;1928421;1928942;-;cds;0;0;siaQ;sialic acid TRAP transporter small permease SiaQ
NC_002506.1;N16961_14610;192852;194768;+;cds;0;0;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_08830;1928993;1929958;-;cds;0;0;siaP;sialic acid TRAP transporter solute-binding subunit SiaP
NC_002505.1;N16961_08835;1930185;1930895;+;cds;0;0;nanE;Putative N-acetylmannosamine-6-phosphate 2-epimerase
NC_002505.1;N16961_08840;1930883;1931746;+;cds;0;0;nanK;N-acetylmannosamine kinase
NC_002505.1;N16961_08845;1931750;1932886;+;cds;0;0;nagA;N-acetylglucosamine-6-phosphate deacetylase
NC_002505.1;N16961_08850;1933309;1935654;+;cds;0;0;nanH;sialidase
NC_002505.1;N16961_08855;1935801;1935977;-;cds;0;0;alpA;DNA-binding transcriptional regulator AlpA
NC_002505.1;N16961_08860;1936121;1936597;+;cds;0;0;radC;UPF0758 protein VC_1786
NC_002505.1;N16961_08865;1936594;1936731;+;cds;0;0;;DUF2787 domain-containing protein
NC_002505.1;N16961_08870;1936827;1937393;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08875;1937519;1938145;-;cds;0;0;tnp;IS3 family transposase
NC_002505.1;N16961_08880;1938388;1938696;-;cds;0;0;tnp;IS3 family ISVch4 transposase ORF A
NC_002505.1;N16961_08885;1938739;1939779;-;cds;0;0;hI1514;Phage tail tape-measure protein, controls tail length
NC_002505.1;N16961_08890;1939914;1940273;-;cds;0;0;gp41;Mu-like prophage FluMu protein gp41
NC_002505.1;N16961_08895;1940322;1940693;-;cds;0;0;;6-phospho-beta-glucosidase
NC_002505.1;N16961_08900;1940754;1941332;-;cds;0;0;;Glyoxalase
NC_002505.1;N16961_08905;1941351;1941671;-;cds;0;0;mor;Transcriptional regulator, middle operon regulator (Mor) family
NC_002505.1;N16961_08910;1941658;1942032;-;cds;0;0;mor;Transcriptional regulator, middle operon regulator (Mor) family
NC_002505.1;N16961_00945;194214;196385;+;cds;0;0;uvrD;DNA helicase II
NC_002505.1;N16961_08915;1942434;1942700;-;cds;0;0;;Phage protein
NC_002505.1;N16961_08920;1942842;1943303;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08925;1943306;1944415;-;cds;0;0;exeA;Type II secretory pathway ATPase component GspA/ExeA/MshM
NC_002505.1;N16961_08930;1944387;1946144;-;cds;0;0;;Integrase catalytic domain-containing protein
NC_002505.1;N16961_08935;1946151;1947122;-;cds;0;0;marR;MarR family transcriptional regulator
NC_002505.1;N16961_08940;1947124;1947456;-;cds;0;0;;HTH iclR-type domain-containing protein
NC_002505.1;N16961_08945;1947461;1947802;-;cds;0;0;;Primosomal protein
NC_002505.1;N16961_08950;1947786;1948022;-;cds;0;0;;DNA-binding protein
NC_002505.1;N16961_08955;1948112;1948573;+;cds;0;0;;XRE family transcriptional regulator
NC_002506.1;N16961_14615;194828;195028;+;cds;0;0;;Restriction endonuclease subunit S
NC_002505.1;N16961_08960;1949165;1949611;+;cds;0;0;;DUF2787 domain-containing protein
NC_002505.1;N16961_08965;1949718;1950704;+;cds;0;0;yeeP;putative GTPase
NC_002505.1;N16961_08970;1950739;1951032;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08975;1951140;1951379;-;cds;0;0;;Transposase
NC_002505.1;N16961_08980;1951794;1952516;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_08985;1952631;1952831;-;cds;0;0;alpA;DNA-binding transcriptional regulator AlpA
NC_002506.1;N16961_14620;195304;195957;-;cds;0;0;frnE;putative dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance)
NC_002505.1;N16961_08990;1953461;1953664;+;cds;0;0;;DUF2986 domain-containing protein
NC_002505.1;N16961_08995;1953656;1954129;-;cds;0;0;labA;NYN domain, putative PIN-related RNAse, tRNA/rRNA maturation
NC_002505.1;N16961_09000;1954253;1954648;-;cds;0;0;yuxK;putative thiol-disulfide oxidoreductase YuxK, DCC family
NC_002505.1;N16961_09005;1954789;1956174;+;cds;0;0;cry1;Cryptochrome DASH
NC_002505.1;N16961_09010;1956171;1956878;+;cds;0;0;fabG;SDR family oxidoreductase
NC_002505.1;N16961_09015;1956889;1957104;-;cds;0;0;;DUF2132 domain-containing protein
NC_002505.1;N16961_09020;1957201;1958961;-;cds;0;0;acoR;Transcriptional regulator DhaR of acetoin/glycerol metabolism
